Acehnese_people	Acehnese_people | description | ethnic group originally from Aceh in northern tip of Sumatra island
Klaus_Iohannis	Klaus_Iohannis | description | President of Romania && Klaus_Iohannis | gender | male
Dodge	Dodge | description | American-based brand of automobiles, minivans, and sport utility vehicles.
Spain	Spain | description | country in southwestern Europe
Leeds_United_F.C.	Leeds_United_F.C. | description | association football club in Leeds, England
1875-03-04	
Hook_'em_(mascot)	
Australians	Australians | description | citizens or residents of Australia
09L/27R	
Music_download	Music_download | description | digital transfer of music from the Internet to the user's home computer or mobile telephone
Association Football Club Fylde	
It's_Great_to_Be_Young_(1956_film)	It's_Great_to_Be_Young_(1956_film) | description | 1956 film by Cyril Frankel
K-W_United_FC	
Burbank,_California	Burbank,_California | description | suburb city of Los Angeles, located in Los Angeles County, California, United States
Expect_a_Miracle	
Electric_guitar	Electric_guitar | description | electrified guitar; fretted stringed instrument with a neck and body that uses a pickup to convert the vibration of its strings into electrical signals
Pop_rock	Pop_rock | description | music genre
Indiana	Indiana | description | U.S. state
Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas	
Belgrade	Belgrade | description | capital of Serbia
Valencian_Community	Valencian_Community | description | autonomous community of Spain
Ashgabat	Ashgabat | description | capital city of Turkmenistan
Turkish_Basketball_Super_League	
Harold_French	Harold_French | description | English actor, film director && Harold_French | gender | male
1898-06-12	
John_F._Kennedy	John_F._Kennedy | description | 35th president of the United States from 1961 to 1963 && John_F._Kennedy | gender | male
Dead_Man's_Plack	Dead_Man's_Plack | description | monument to Æthelwald, Ealdorman of East Anglia; located in Longparish, Hampshire, UK
4.14 (square kilometres)	
Copenhagen	Copenhagen | description | capital city of Denmark
Johann_Schneider-Ammann	Johann_Schneider-Ammann | description | businessman, politician and member of the Swiss Federal Council (2010-2018) && Johann_Schneider-Ammann | gender | male
Manitoba	Manitoba | description | province of Canada
Hugo_Sperrle	Hugo_Sperrle | description | German general (1885-1953) && Hugo_Sperrle | gender | male
Pecorino_Romano	Pecorino_Romano | description | protected designation of origin
1986-08-11	
Burlington,_Vermont	Burlington,_Vermont | description | city in Chittenden County, Vermont, United States
American_Locomotive_Company	American_Locomotive_Company | description | company that designed, built and sold locomotives
Sarawak	Sarawak | description | Malaysian state
Roy_D._Chapin,_Jr.	
1969-09-01	
Physics	Physics | description | study of matter and its motion, along with related concepts such as energy and force
Lewis_Nockalls_Cottingham	Lewis_Nockalls_Cottingham | description | British architect && Lewis_Nockalls_Cottingham | gender | male
374976.0 (seconds)	
Ground_meat	Ground_meat | description | finely-chopped meat
Kway teow, beef tender loin, gula Melaka, sliced, dried black beans, garlic, dark soy sauce, lengkuas, oyster sauce, soya sauce, chilli and sesame oil	
Fighter_pilot	Fighter_pilot | description | military aviator trained to engage in air-to-air, and often air-to-ground, combat
Squeeze_(The_Velvet_Underground_album)	Squeeze_(The_Velvet_Underground_album) | description | album by The Velvet Underground
Dublin_(European_Parliament_constituency)	Dublin_(European_Parliament_constituency) | description | constituency of the European Parliament
Robert_Gates	Robert_Gates | description | CIA director, U.S. Secretary of Defense, and university president && Robert_Gates | gender | male
Potter_County,_Texas	Potter_County,_Texas | description | county in Texas, United States
Fountain_County,_Indiana	Fountain_County,_Indiana | description | county in Indiana, United States
0.54 (square kilometres)	
SAGE_Publications	
Georgia,_Vermont	Georgia,_Vermont | description | town in Vermont
Mauricio_Macri	Mauricio_Macri | description | president of Argentina from 2015 to 2019 && Mauricio_Macri | gender | male
1142.3 (inhabitants per square kilometre)	
Vajubhai_Vala	Vajubhai_Vala | description | Indian politician && Vajubhai_Vala | gender | male
Donald_J._Irwin	Donald_J._Irwin | description | Argentine-born American politician (1926-2013) && Donald_J._Irwin | gender | male
Salvadoran_Primera_División	
Fiction	Fiction | description | narrative form, in any medium, consisting of people, events, or places that are imaginary—in other words, not based strictly on history or fact
10L/28R	
Agra_Airport	Agra_Airport | description | airport in India
Manhattan	Manhattan | description | borough of New York City, New York, United States
Squid	Squid | description | order of mollusks
0.0455 (kilometrePerSeconds)	
Marv_Wolfman	Marv_Wolfman | description | American comic book writer && Marv_Wolfman | gender | male
1634:_The_Bavarian_Crisis	1634:_The_Bavarian_Crisis | description | novel in the alternate history 1632 series
Poales	Poales | description | order of plants
New_Mexico_Senate	New_Mexico_Senate | description | upper house of the New Mexico State Legislature
Tor_Books	Tor_Books | description | book publisher of the United States
Hardcover	Hardcover | description | book bound with a rigid protective cover
1-56947-301-3	
Greater_London_Authority	Greater_London_Authority | description | UK regional authority for Greater London, England, UK
03R/21L	
United_Bible_Studies	
White_Americans	White_Americans | description | people of the United States who are considered or consider themselves White
Java	Java | description | island of Indonesia, Southeast Asia
Daniel_Gould_Fowle	Daniel_Gould_Fowle | description | American politician && Daniel_Gould_Fowle | gender | male
Disco	Disco | description | genre of dance music and a subculture that emerged in the 1970s from the United States' urban nightlife scene
Jusuf_Kalla	Jusuf_Kalla | description | 10th and 12th Vice President of Indonesia, businessman && Jusuf_Kalla | gender | male
Barny_Cakes	Barny_Cakes | description | brand of cakes, mainly distributed in the UK by Mondelēz International
Philippine_English	Philippine_English | description | dialect
Rhythm_and_Blues	
Real_Madrid_Castilla	Real_Madrid_Castilla | description | Spanish association football team, reserve team of Real Madrid CF
Pickard_Chilton	
Prime_Minister_of_Romania	Prime_Minister_of_Romania | description | head of the Government of Romania
5-speed manual	
Ferencvárosi_TC	Ferencvárosi_TC | description | association football club in Budapest, Hungary
Aleksandr_Tukmanov	Aleksandr_Tukmanov | description | Russian footballer && Aleksandr_Tukmanov | gender | male
Aenir	Aenir | description | book by Garth Nix
LASK_Linz	
University_of_Santiago_de_Compostela	University_of_Santiago_de_Compostela | description | university in Spain
Bhaji, bajji	
352497000000.0	
Pando,_Uruguay	Pando,_Uruguay | description | human settlement
Crucial_Blast	
Actor	Actor | description | person who acts in a dramatic or comic production and works in film, television, theatre, or radio
Sergio_Marchionne	Sergio_Marchionne | description | Italian businessman && Sergio_Marchionne | gender | male
New_York	New_York | description | Wikimedia disambiguation page
Fantasy_(genre)	
Brian_Kelly_(composer_&_pianist)	
University_of_North_Carolina_at_Chapel_Hill	University_of_North_Carolina_at_Chapel_Hill | description | public research university in Chapel Hill, North Carolina, United States
University_of_Vienna	University_of_Vienna | description | public university in Vienna, Austria
Contributing_property	Contributing_property | description | component that adds to the historical integrity or architectural qualities of a historic district in the United States
Sludge_metal	Sludge_metal | description | subgenre of heavy metal music
German_Papiermark	
Governator	
Graeme_Garden	Graeme_Garden | description | British actor and comedian && Graeme_Garden | gender | male
76131–76229	
331683000.0 (kilometres)	
Concert and events venue	
2002-12-05	
Allama_Iqbal_International_Airport	Allama_Iqbal_International_Airport | description | civil airport in Pakistan
AFC_Ajax_(amateurs)	AFC_Ajax_(amateurs) | description | Dutch football club
38.892	
Airbus_Group	Airbus_Group | description | pan-European aerospace and defence group
Sarah_Teale	Sarah_Teale | description | british-American filmmaker && Sarah_Teale | gender | female
Chiang_Kai-shek	Chiang_Kai-shek | description | Chinese politician and military leader (1887-1975) && Chiang_Kai-shek | gender | male
School of Business and Social Sciences at the Aarhus University	
University_of_Cambridge	University_of_Cambridge | description | collegiate public research university in Cambridge, England, United Kingdom
1949-07-11	
Abu_Zahar_Ujang	Abu_Zahar_Ujang | description | Malaysian politician && Abu_Zahar_Ujang | gender | male
Italian_language	Italian_language | description | Romance language originating in central Italy
Pietro_Grasso	Pietro_Grasso | description | Italian magistrate and politician && Pietro_Grasso | gender | male
São_Paulo	São_Paulo | description | largest city in Brazil
Executive_car	Executive_car | description | type of car
Valentina_Matviyenko	Valentina_Matviyenko | description | Russian politician && Valentina_Matviyenko | gender | female
Grand_Chute,_Wisconsin	Grand_Chute,_Wisconsin | description | town in Outagamie County, Wisconsin, United States
1981-02-04	
Aleksandr_Prudnikov	Aleksandr_Prudnikov | description | Russian footballer && Aleksandr_Prudnikov | gender | male
Lamborghini	Lamborghini | description | Italian car manufacturer
Songwriter	Songwriter | description | person who writes the words or music to songs
Academy_of_Comic_Book_Arts	Academy_of_Comic_Book_Arts | description | organization
Paleobiology	Paleobiology | description | science that studies the origin, evolution, way of life of animals and plants of past geological periods
Vitesse_Arnhem	
Khadija_Arib	Khadija_Arib | description | Dutch politician, civil servant, educator and social worker && Khadija_Arib | gender | female
Esteghlal_Ahvaz_F.C.	Esteghlal_Ahvaz_F.C. | description | association football club
2014-01-09	
Acta_Palaeontologica_Polonica	Acta_Palaeontologica_Polonica | description | journal
103_Colmore_Row	103_Colmore_Row | description | demolished building in Birmingham
The_Owl_Service_(band)	The_Owl_Service_(band) | description | English band
South-East_Asian_theatre_of_World_War_II	South-East_Asian_theatre_of_World_War_II | description | campaigns of the Pacific War in Burma, Ceylon, India, Thailand, Indochina, Philippines, Malaya and Singapore
Bury_F.C.	Bury_F.C. | description | association football club in Bury, Greater Manchester
1634:_The_Ram_Rebellion	1634:_The_Ram_Rebellion | description | book by Eric Flint
Institute of Paleobiology, Polish Academy of Sciences	
204.0	
NWC, M.A. 1957	
2 × MTU 16V 2000 M60 engine	
Mahé,_India	Mahé,_India | description | town in Puducherry, India
Rear Admiral in the Argentine Navy	
Batumi	Batumi | description | second largest city of Georgia
AC_Hotel_Bella_Sky_Copenhagen	AC_Hotel_Bella_Sky_Copenhagen | description | 4-star conference hotel adjacent to the Bella Convention and Congress Center in the Ørestad district of Copenhagen
1558-2868	
John_Lennon	John_Lennon | description | English singer and songwriter, founding member of The Beatles (1940–1980) && John_Lennon | gender | male
Schenectady,_New_York	Schenectady,_New_York | description | county seat of Schenectady County, New York, United States
Goslarer_SC_08	Goslarer_SC_08 | description | association football club in Germany
Fort_Worth,_Texas	Fort_Worth,_Texas | description | city in Texas, USA
Akron_Summit_Assault	Akron_Summit_Assault | description | football club
Grantville_Gazette_II	Grantville_Gazette_II | description | book by Eric Flint
2004-03-02	
1980-04-23	
Jacksonville,_Florida	Jacksonville,_Florida | description | city in Florida, United States of America
541, 458	
American_Craftsman	American_Craftsman | description | American domestic architectural, interior design, landscape design, applied arts, and decorative arts style and lifestyle
Bedfordshire	Bedfordshire | description | ceremonial county of England
Abraham_A._Ribicoff	
43.0 (kelvins)	
Airey_Neave	Airey_Neave | description | British politician (1916-1979) && Airey_Neave | gender | male
Mike_Akhigbe	Mike_Akhigbe | description | Nigerian Navy Vice Admiral && Mike_Akhigbe | gender | male
A.E Dimitra Efxeinoupolis	A.E Dimitra Efxeinoupolis | description | football club
2215.0	
Pierce_County,_Washington	Pierce_County,_Washington | description | county in the state of Washington, United States
La_Paz,_Iloilo_City	La_Paz,_Iloilo_City | description | district of Iloilo City, Philippines
103_Hera	103_Hera | description | main-belt asteroid
Birmingham_City_Council	Birmingham_City_Council | description | local government body for the English city
Italy_national_under-16_football_team	Italy_national_under-16_football_team | description | national association football team
Stadio_Marc'Antonio_Bentegodi	
Paul_Ryan	Paul_Ryan | description | American politician, former Speaker of U.S. House of Representatives && Paul_Ryan | gender | male
Modern_Standard_Arabic	Modern_Standard_Arabic | description | the standardized and literary variety of Arabic used in writing and in most formal speech
Essex_County,_New_Jersey	Essex_County,_New_Jersey | description | county in New Jersey, United States
Enrique_Peña_Nieto	Enrique_Peña_Nieto | description | 57th President of Mexico && Enrique_Peña_Nieto | gender | male
1911-01-01	
Pontiac	Pontiac | description | Wikimedia disambiguation page
Philippine_Standard_Time	Philippine_Standard_Time | description | time zone
St._Louis_Rams	St._Louis_Rams | description | professional American football team in St. Louis, Missouri, from 1995 to 2015
Beef_kway_teow	Beef_kway_teow | description | Indonesian flat rice noodle dish
755.3 (inhabitants per square kilometre)	
Oladipo_Diya	Oladipo_Diya | description | Nigerian politician && Oladipo_Diya | gender | male
Retrovirus	Retrovirus | description | family of viruses
2.0 (gramPerCubicCentimetres)	
E11	E11 | description | Wikimedia disambiguation page
2008-03-09	
Lega Pro/A	
Galicia_(Spain)	Galicia_(Spain) | description | autonomous community of Spain
Courcouronnes	Courcouronnes | description | former commune in Essonne, France
1855-07-07	
Stoner_sludge	
City	City | description | large permanent human settlement
Edwin Eugene Aldrin Jr.	
fried fish dumpling with tofu and vegetables in peanut sauce	
783356.0	
E-Vinyl	
New_Britain,_Connecticut	New_Britain,_Connecticut | description | city in Hartford County, Connecticut, United States
The_Bodley_Head	The_Bodley_Head | description | British publishing company
Max_Huiberts	Max_Huiberts | description | Dutch footballer && Max_Huiberts | gender | male
61.0	
2744.0	
1930-01-20	
La_Crosse_County,_Wisconsin	La_Crosse_County,_Wisconsin | description | county in Wisconsin, United States
Doom_metal	Doom_metal | description | genre of heavy metal music
Horacio_Rodríguez_Larreta	Horacio_Rodríguez_Larreta | description | Argentine economist and politician && Horacio_Rodríguez_Larreta | gender | male
Grozny	Grozny | description | capital city of the Chechen Republic, Russia
Saskatchewan	Saskatchewan | description | province of Canada
Aleksey_Chirikov_(icebreaker)	
911.0	
523329000.0 (kilometres)	
Alfa Romeo 168	
Associazione Sportiva Roma S.p.A.	
1510.0	
Alan_Frew	Alan_Frew | description | musician && Alan_Frew | gender | male
Alan LaVern Bean	
White_South_African	
1942-01-01	
120 million (Australian dollars)	
1635:_The_Cannon_Law	1635:_The_Cannon_Law | description | book by Eric Flint
North Wall Quay	
Verona	Verona | description | city in Veneto, northern Italy
1857-03-04	
