input_triples : ['Abraham_A._Ribicoff | deathPlace | United_States', 'Abraham_A._Ribicoff | birthPlace | United_States', 'United_States | ethnicGroup | African_Americans']				
reference_text : Abraham A. Ribicoff was born and died in the United States where African Americans are an ethnic group.				
				
Gold : [(['super', 'capers'], 'starring', ['danielle', 'harris'])]				
				
				
input_triples : ['Abraham_A._Ribicoff | spouse | Casey_Ribicoff', 'Abraham_A._Ribicoff | deathPlace | United_States', 'United_States | ethnicGroup | African_Americans']				
reference_text : In the United States, one of the national ethnic groups are the African Americans. The United States is where Abraham A. Ribicoff, who was married to Casey Ribicoff, died.				
				
CycleGT-sup Generation : abraham a . ribicoff  was married to  casey ribicoff  and died in the  united states  , where  african americans  are one of the ethnic groups .	no			
Sent-level factuality probability: 0.9952799677848816				
Prediction : [(['abraham', 'a', '.', 'ribicoff'], 'spouse', ['casey', 'ribicoff']), (['abraham', 'a', '.', 'ribicoff'], 'deathplace', ['united', 'states']), (['united', 'states'], 'ethnicgroup', ['african', 'americans'])]				
Gold : [(['abraham', 'a', '.', 'ribicoff'], 'spouse', ['casey', 'ribicoff']), (['abraham', 'a', '.', 'ribicoff'], 'deathplace', ['united', 'states']), (['united', 'states'], 'ethnicgroup', ['african', 'americans'])]				
				
				
input_triples : ['Aaron_Turner | genre | Post-metal', 'Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band)', 'Aaron_Turner | activeYearsStartYear | 1995']				
reference_text : Aaron Turner is a post metal musician who started performing in 1995 and played with the band, Twilight.				
				
CycleGT-sup Generation : aaron turner  started performing in  1995  and played with the band twilight . he is a  post - metal  musician .	no			
Sent-level factuality probability: 0.9833680987358093				
Prediction : [(['aaron', 'turner'], 'activeyearsstartyear', ['1995'])]				
Gold : [(['aaron', 'turner'], 'activeyearsstartyear', ['1995'])]				
				
				
input_triples : ['Take_It_Off! | producer | The_Honeymoon_Killers_(American_band)']				
reference_text : Take It Off! was produced by the American band, the Honeymoon Killers.				
				
CycleGT-sup Generation : take it off !  ' s leader is the  take it off !  .	yes	yes	no	no
Sent-level factuality probability: 0.3026888370513916				
Prediction : []				
Gold : []				
				
				
input_triples : ['Bedford_Aerodrome | cityServed | Bedford_Autodrome']				
reference_text : Bedford Aerodrome has served the Bedford Autodrome.				
				
CycleGT-sup Generation : the  bedford autodrome  serves the city of  bedford aerodrome  .	yes	yes	no	no
Sent-level factuality probability: 0.353666216135025				
Prediction : []				
Gold : [(['bedford', 'aerodrome'], 'cityserved', ['bedford', 'autodrome'])]				
				
				
input_triples : ['Abraham_A._Ribicoff | spouse | Ruth Ribicoff', 'Abraham_A._Ribicoff | inOfficeWhilePresident | John_F._Kennedy', 'Abraham_A._Ribicoff | nationality | American', 'Abraham_A._Ribicoff | successor | John_N._Dempsey', 'Abraham_A._Ribicoff | birthPlace | Connecticut']				
reference_text : Abraham A. Ribicoff’s spouse was Ruth Ribicoff and his successor was John N. Dempsey. Abraham was in office during the John F. Kennedy presidency. Abraham A. Ribicoff was American and was born in Connecticut.				
				
CycleGT-sup Generation : abraham a ribicoff was born in  connecticut  . he was married to  ruth ribicoff  , who was married to  ruth ribicoff  and was the wife of abraham a ribicoff , who was born in  connecticut  .	yes	yes	no	no
Sent-level factuality probability: 0.6618107557296753				
Prediction : [(['abraham', 'a', '.', 'ribicoff'], 'spouse', ['ruth', 'ribicoff']), (['abraham', 'a', '.', 'ribicoff'], 'inofficewhilepresident', ['john', 'f', '.', 'kennedy']), (['abraham', 'a', '.', 'ribicoff'], 'nationality', ['american']), (['abraham', 'a', '.', 'ribicoff'], 'successor', ['john', 'n', '.', 'dempsey']), (['abraham', 'a', '.', 'ribicoff'], 'birthplace', ['connecticut'])]				
Gold : [(['abraham', 'a', '.', 'ribicoff'], 'spouse', ['ruth', 'ribicoff']), (['abraham', 'a', '.', 'ribicoff'], 'inofficewhilepresident', ['john', 'f', '.', 'kennedy']), (['abraham', 'a', '.', 'ribicoff'], 'nationality', ['american']), (['abraham', 'a', '.', 'ribicoff'], 'successor', ['john', 'n', '.', 'dempsey']), (['abraham', 'a', '.', 'ribicoff'], 'birthplace', ['connecticut'])]				
				
				
input_triples : ['Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński', 'Darinka_Dentcheva | citizenship | United_States', 'Darinka_Dentcheva | birthDate | 1958-01-01', 'Darinka_Dentcheva | professionalField | Mathematical_optimization', 'Darinka_Dentcheva | knownFor | Stochastic_programming']				
reference_text : Darinka Dentcheva, born January 1, 1958, is a US citizen and is known for stochastic programming. She is a professional in the field of mathematical optimization and was influenced by Andrzej Piotr Ruszczyński.				
				
CycleGT-sup Generation : darinka dentcheva  was born on january 1 january 1930 . a . a . a . a company that has a  mathematical optimization  as a  mathematical optimization  and was born on january 1 , 1930 .	yes	yes	no	no
Sent-level factuality probability: 0.35163405537605286				
Prediction : []				
Gold : [(['darinka', 'dentcheva'], 'influencedby', ['andrzej', 'piotr', 'ruszczyński']), (['darinka', 'dentcheva'], 'professionalfield', ['mathematical', 'optimization']), (['darinka', 'dentcheva'], 'knownfor', ['stochastic', 'programming'])]				
				
				
input_triples : ['Death_on_a_Factory_Farm | broadcastedBy | HBO']				
reference_text : Death on a Factory Farm is a film broadcasted by HBO.				
				
CycleGT-sup Generation : death on a factory farm  was published by  hbo  .	no			
Sent-level factuality probability: 0.4634018540382385				
Prediction : []				
Gold : [(['death', 'on', 'a', 'factory', 'farm'], 'broadcastedby', ['hbo'])]				
				
				
input_triples : ['Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE', 'Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas', 'Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 4349.0', 'Adolfo_Suárez_Madrid–Barajas_Airport | runwayName | 14R/32L', 'ENAIRE | city | Madrid', 'Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0']				
reference_text : Adolfo Suárez Madrid–Barajas Airport is in Alcobendas and is operated by ENAIRE in which is in Madrid. The runway length of Adolfo Suárez Madrid–Barajas Airport is 4,349 and is named 14R/32L, Adolfo Suárez Madrid-Barajas Airport also has an elevation of 610.0 metres above sea level and a runway length of 4,349.				
				
CycleGT-sup Generation : adolfo suárez madrid – barajas airport  is located in  alcobendas  and is operated by  enaire  . the airport has a runway name of  14r / 32l  with a length of  610 . 0  and is operated by  enaire  .	yes	yes	no	no
Sent-level factuality probability: 0.9929940104484558				
Prediction : [(['adolfo', 'suárez', 'madrid', '–', 'barajas', 'airport'], 'operatingorganisation', ['enaire']), (['adolfo', 'suárez', 'madrid', '–', 'barajas', 'airport'], 'location', ['alcobendas']), (['adolfo', 'suárez', 'madrid', '–', 'barajas', 'airport'], 'runwayname', ['14r', '/', '32l']), (['adolfo', 'suárez', 'madrid', '–', 'barajas', 'airport'], 'elevationabovethesealevel', ['610', '.', '0']), (['enaire'], 'city', ['madrid'])]				
Gold : [(['adolfo', 'suárez', 'madrid', '–', 'barajas', 'airport'], 'operatingorganisation', ['enaire']), (['adolfo', 'suárez', 'madrid', '–', 'barajas', 'airport'], 'location', ['alcobendas']), (['adolfo', 'suárez', 'madrid', '–', 'barajas', 'airport'], 'runwayname', ['14r', '/', '32l']), (['adolfo', 'suárez', 'madrid', '–', 'barajas', 'airport'], 'elevationabovethesealevel', ['610', '.', '0']), (['enaire'], 'city', ['madrid'])]				
				
				
input_triples : ['Turn_Me_On_(album) | runtime | 35.1', 'Turn_Me_On_(album) | artist | The_Honeymoon_Killers_(American_band)', 'Turn_Me_On_(album) | genre | Punk_blues', 'Turn_Me_On_(album) | producer | The_Honeymoon_Killers_(American_band)', 'Turn_Me_On_(album) | genre | Noise_rock', 'Turn_Me_On_(album) | producer | Wharton_Tiers']				
reference_text : In the genre of punk blues, the Honeymoon Killers' "Turn Me On" is a 35 minutes 10 seconds example of noise rock produced by Wharton Tiers for this American band. The band also participated in the production.				
				
CycleGT-sup Generation : andra is a  punk blues  who performs  35 . 1  music . he has also a member of the band  punk blues  , which has a background as a  punk blues  and a reality tv judge .	yes	yes	no	no
Sent-level factuality probability: 0.09445163607597351				
Prediction : []				
Gold : []				
				
				
input_triples : ['Liselotte_Grschebina | birthPlace | German_Empire', 'Liselotte_Grschebina | professionalField | Photographer']				
reference_text : Liselotte Grschebina was a photographer who was born in the German Empire.				
				
CycleGT-sup Generation : the  german empire  , who was born in the  german empire  , is a  german empire  .	yes	yes	no	no
Sent-level factuality probability: 0.45005908608436584				
Prediction : []				
Gold : [(['liselotte', 'grschebina'], 'birthplace', ['german', 'empire']), (['liselotte', 'grschebina'], 'professionalfield', ['photographer'])]				
				
				
input_triples : ['Let_It_Breed | followedBy | Turn_Me_On_(album)']				
reference_text : "Let It Breed" was followed by the album "Turn Me On".				
				
CycleGT-sup Generation : the novel into battle was followed by  let it breed  .	yes	no	yes	no
Sent-level factuality probability: 0.3093394339084625				
Prediction : []				
Gold : []				
				
				
input_triples : ['Super_Capers | distributor | Lionsgate', 'Super_Capers | director | Ray_Griggs_(director)', 'Super_Capers | runtime | 98.0', 'Super_Capers | starring | Tom_Lister,_Jr.', 'Super_Capers | gross | 30955.0']				
reference_text : The box office $30,955.00 film, Super Capers, with a running time of 98 minutes, starring Tom Lister Jr., was distributed by Lionsgate and directed by Ray Griggs.				
				
CycleGT-sup Generation : the  super capers  , which has a total area of  98 . 0  . it is made by  super capers  and has a total area of 1 . 0 mms .	yes	yes	no	no
Sent-level factuality probability: 0.09849454462528229				
Prediction : []				
Gold : [(['super', 'capers'], 'distributor', ['lionsgate'])]				
				
				
input_triples : ['Bananaman | starring | Bill_Oddie', 'Bananaman | broadcastedBy | BBC', 'BBC | city | London']				
reference_text : Bananaman starring Bill Oddie is broadcast by the BBC, which is located in London.				
				
CycleGT-sup Generation : bill oddie  starred in the tv series  bananaman  , which was broadcast by the  bbc  .	no			
Sent-level factuality probability: 0.7649258971214294				
Prediction : [(['bananaman'], 'starring', ['bill', 'oddie']), (['bananaman'], 'broadcastedby', ['bbc']), (['bbc'], 'city', ['london'])]				
Gold : [(['bananaman'], 'starring', ['bill', 'oddie']), (['bananaman'], 'broadcastedby', ['bbc']), (['bbc'], 'city', ['london'])]				
				
				
input_triples : ['Bananaman | starring | Bill_Oddie', 'Bananaman | broadcastedBy | BBC', 'BBC | city | London']				
reference_text : Bananaman the TV series starring Bill Oddie was shown on the BBC and BBC is located in London.				
				
CycleGT-sup Generation : bill oddie  starred in the tv series which is located in  london  and starred  bill oddie  .	yes	yes	no	no
Sent-level factuality probability: 0.8646302819252014				
Prediction : [(['bananaman'], 'starring', ['bill', 'oddie']), (['bananaman'], 'broadcastedby', ['bbc']), (['bill', 'oddie'], 'location', ['london']), (['bbc'], 'city', ['london'])]				
Gold : [(['bananaman'], 'starring', ['bill', 'oddie']), (['bananaman'], 'broadcastedby', ['bbc']), (['bbc'], 'city', ['london'])]				
				
				
input_triples : ['Nie_Haisheng | mission | Shenzhou_6', 'Shenzhou_6 | cosparId | 2005-040A']				
reference_text : Nie Haisheng took part in the Shenzhou 6 mission which had a COSPAR ID of 2005-040A.				
				
CycleGT-sup Generation : 2005 - 040a  was a member of the crew of  nie haisheng  , and a crew member of  nie haisheng  .	yes	yes	no	no
Sent-level factuality probability: 0.21449996531009674				
Prediction : []				
Gold : [(['nie', 'haisheng'], 'mission', ['shenzhou', '6']), (['shenzhou', '6'], 'cosparid', ['2005', '-', '040a'])]				
				
				
input_triples : ['Noise_rock | stylisticOrigin | Noise_music']				
reference_text : The stylistic origins of noise rock are from noise music.				
				
CycleGT-sup Generation : the stylistic origin of  noise rock  is  noise music  .	no			
Sent-level factuality probability: 0.940727710723877				
Prediction : []				
Gold : [(['noise', 'rock'], 'stylisticorigin', ['noise', 'music'])]				
				
				
input_triples : ['Bionico | course | Dessert', 'Dessert | dishVariation | Cookie', 'Bionico | country | Mexico']				
reference_text : Bionico is a dessert, which is found in Mexico. Cookie is also a type of dessert.				
				
CycleGT-sup Generation : bionico  is a  dessert  found in  mexico  , where the  cookie  can be served as a  dessert  .	no			
Sent-level factuality probability: 0.777363657951355				
Prediction : [(['bionico'], 'course', ['dessert']), (['bionico'], 'country', ['mexico']), (['dessert'], 'dishvariation', ['cookie'])]				
Gold : [(['bionico'], 'course', ['dessert']), (['bionico'], 'country', ['mexico']), (['dessert'], 'dishvariation', ['cookie'])]				
				
				
input_triples : ['Olga_Bondareva | knownFor | Bondareva–Shapley_theorem', 'Olga_Bondareva | almaMater | Leningrad_State_University']				
reference_text : Olga Bondareva, whose alma mater is Leningrad State University, is known for the Bondareva-Shapley theorem.				
				
CycleGT-sup Generation : the alma mater of  olga bondareva  , is the alma mater of  olga bondareva  .	no			
Sent-level factuality probability: 0.5254513025283813				
Prediction : []				
Gold : [(['olga', 'bondareva'], 'almamater', ['leningrad', 'state', 'university'])]				
				
				
input_triples : ['Nurhan_Atasoy | birthPlace | Reşadiye', 'Reşadiye | isPartOf | Tokat_Province', 'Turkey | areaTotal | 783356.0', 'Nurhan_Atasoy | birthPlace | Turkey']				
reference_text : Nurhan Atasoy was born in Resadiye, a town located in the Tokat Province in Turkey. Turkey has a total area of 783,356.0 km^2.				
				
CycleGT-sup Generation : turkey  was born in  turkey  , which is part of the  tokat province  .  turkey  has a total area of  783356 . 0  .	yes	yes	no	no
Sent-level factuality probability: 0.7378919124603271				
Prediction : []				
Gold : [(['nurhan', 'atasoy'], 'birthplace', ['turkey'])]				
				
				
input_triples : ['GMA_New_Media | keyPerson | Felipe_Gozon', 'GMA_New_Media | industry | Entertainment', 'GMA_New_Media | subsidiary | Philippine_Entertainment_Portal', 'GMA_New_Media | subsidiary | Digify,_Inc.', 'GMA_New_Media | parentCompany | GMA_Network_(company)']				
reference_text : GMA New Media, Inc. is a subsidiary of GMA Network. GMA New Media offers applications in the Entertainment Industry. Felipe Gozon is the key person in GMA New Media. Both Philippine Entertainment Portal, Inc. and Digify Inc. are subsidiaries of the company.				
				
CycleGT-sup Generation : gma new media  is a subsidiary of  gma new media  , whose parent company is gma network . the company offers applications in the  entertainment  industry and digify inc . are subsidiaries of  gma new media  .	yes	yes	no	no
Sent-level factuality probability: 0.9701818227767944				
Prediction : [(['gma', 'new', 'media'], 'keyperson', ['felipe', 'gozon']), (['gma', 'new', 'media'], 'industry', ['entertainment'])]				
Gold : [(['gma', 'new', 'media'], 'keyperson', ['felipe', 'gozon']), (['gma', 'new', 'media'], 'industry', ['entertainment'])]				
				
				
input_triples : ['Mermaid_(Train_song) | genre | Pop_rock', 'Mermaid_(Train_song) | recordLabel | Columbia_Records', 'Mermaid_(Train_song) | runtime | 3.16', 'Mermaid_(Train_song) | recordLabel | Sony_Music_Entertainment']				
reference_text : Mermaid, a pop rock song by Train with a length of 3 minutes and 16 seconds, was released by Sony Music Entertainment under their Columbia Records label.				
				
CycleGT-sup Generation : the musician andrew white ' s record label is  sony music entertainment  and is signed to the record label  columbia records  . she is signed to the record label  columbia records  .	yes	yes	no	no
Sent-level factuality probability: 0.543221116065979				
Prediction : []				
Gold : []				
				
				
input_triples : ['United_States | demonym | American']				
reference_text : People from the United States are called Americans.				
				
CycleGT-sup Generation : american  live in the u . s .	no			
Sent-level factuality probability: 0.14617082476615906				
Prediction : []				
Gold : [(['united', 'states'], 'demonym', ['american'])]				
				
				
input_triples : ['Abraham_A._Ribicoff | spouse | Ruth Ribicoff', 'Abraham_A._Ribicoff | inOfficeWhilePresident | John_F._Kennedy', 'Abraham_A._Ribicoff | nationality | American', 'Abraham_A._Ribicoff | deathPlace | United_States', 'Abraham_A._Ribicoff | birthPlace | Connecticut']				
reference_text : Abraham A. Ribicoff was in office during the John F. Kennedy presidency and was married to Ruth Ribicoff. Abraham A. Ribicoff was American and his place of birth was Connecticut. He also died in the USA.				
				
CycleGT-sup Generation : abraham a ribicoff was born in  connecticut  and died in the  united states  . he was married to  ruth ribicoff  , who died in the  united states  .	yes	no	yes	no
Sent-level factuality probability: 0.9739087820053101				
Prediction : [(['abraham', 'a', '.', 'ribicoff'], 'spouse', ['ruth', 'ribicoff']), (['abraham', 'a', '.', 'ribicoff'], 'inofficewhilepresident', ['john', 'f', '.', 'kennedy']), (['abraham', 'a', '.', 'ribicoff'], 'nationality', ['american']), (['abraham', 'a', '.', 'ribicoff'], 'birthplace', ['connecticut'])]				
Gold : [(['abraham', 'a', '.', 'ribicoff'], 'spouse', ['ruth', 'ribicoff']), (['abraham', 'a', '.', 'ribicoff'], 'inofficewhilepresident', ['john', 'f', '.', 'kennedy']), (['abraham', 'a', '.', 'ribicoff'], 'nationality', ['american']), (['abraham', 'a', '.', 'ribicoff'], 'birthplace', ['connecticut'])]				
				
				
input_triples : ['Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone']				
reference_text : The timezone of Ciudad Ayala is the Pacific Standard Time Zone.				
				
CycleGT-sup Generation : ciudad ayala  ' s time is  pacific standard time zone  .	yes	yes	no	no
Sent-level factuality probability: 0.6150537133216858				
Prediction : []				
Gold : [(['ciudad', 'ayala'], 'timezone', ['pacific', 'standard', 'time', 'zone'])]				
				
				
input_triples : ['University_of_Burgundy | numberOfUndergraduateStudents | 16800', 'University_of_Burgundy | staff | 2900', 'University_of_Burgundy | numberOfStudents | 27400', 'University_of_Burgundy | numberOfDoctoralStudents | 1299']				
reference_text : The University of Burgundy has a staff of 2900 members. The number of students currently in attendance is 27400, including 16800 undergraduate students and 1299 doctoral students.				
				
CycleGT-sup Generation : the  1299  , which has  2900  as a  2900  and was founded in  2900  , has  2900  students .	yes	yes	no	no
Sent-level factuality probability: 0.12516458332538605				
Prediction : []				
Gold : [(['university', 'of', 'burgundy'], 'numberofundergraduatestudents', ['16800']), (['university', 'of', 'burgundy'], 'staff', ['2900']), (['university', 'of', 'burgundy'], 'numberofstudents', ['27400']), (['university', 'of', 'burgundy'], 'numberofdoctoralstudents', ['1299'])]				
				
				
input_triples : ['Expect_a_Miracle | artist | Brian_Kelly_(composer_&_pianist)', 'Expect_a_Miracle | type | Compilation_Album', 'Expect_a_Miracle | runtime | 54.56', 'Expect_a_Miracle | precededBy | Pools_of_Light_(Brian_Kelly_album)']				
reference_text : Expect a Miracle, a compilation album with runtime of 54.56 minutes was created by composer & pianist Artist Brian Kelly. This album was preceded by the album Pools of Light.				
				
CycleGT-sup Generation : expect a miracle  is a  compilation album  that has a total area of 131 . 6 , is the sequel to  expect a miracle  , which was preceded by  compilation album  .	yes	yes	no	no
Sent-level factuality probability: 0.4842112064361572				
Prediction : []				
Gold : [(['expect', 'a', 'miracle'], 'type', ['compilation', 'album']), (['expect', 'a', 'miracle'], 'runtime', ['54', '.', '56'])]				
				
				
input_triples : ['Brandon_Carter | professionalField | General_relativity', 'Brandon_Carter | knownFor | Carter_constant', 'Brandon_Carter | knownFor | No-hair_theorem', 'Brandon_Carter | doctoralAdvisor | Dennis_William_Sciama', 'Brandon_Carter | birthDate | 1942-01-01']				
reference_text : Brandon Carter (born on born on 01-01-1942) is a professional in the field of general relativity, known for for the Carter constant and the No-hair theorem. Dennis William Sciama was his doctoral advisor.				
				
CycleGT-sup Generation : dennis william sciama  is the manufacturer of  brandon carter  , who was born on 01 / 01 / 01 / 01 / 01 / 01 / 01 / 01 / 01 / 01 / 01 / 01 / 01 .	yes	yes	no	no
Sent-level factuality probability: 0.16675163805484772				
Prediction : []				
Gold : [(['brandon', 'carter'], 'professionalfield', ['general', 'relativity']), (['brandon', 'carter'], 'knownfor', ['carter', 'constant']), (['brandon', 'carter'], 'knownfor', ['no', '-', 'hair', 'theorem']), (['brandon', 'carter'], 'doctoraladvisor', ['dennis', 'william', 'sciama'])]				
				
				
input_triples : ['Ciudad_Ayala | type | City', 'Ciudad_Ayala | leaderTitle | Governator', 'Ciudad_Ayala | isPartOf | Morelos', 'Ciudad_Ayala | country | Mexico', 'Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0', 'Ciudad_Ayala | timeZone | Pacific_Daylight_Time', 'Ciudad_Ayala | populationDensity | 1604.0']				
reference_text : Ciudad Ayala is a city and a part of Morelos located in Mexico. This city has a population density of 1604.0, with an elevation of 1147.0 above sea level. The city is in PDT time zone. The leader in Ciudad Ayala is called the governator.				
				
CycleGT-sup Generation : ciudad ayala  is a city in  mexico  in  mexico  . it has a population density of  1604 . 0  and a population density of  1604 . 0  . the country ' s leader is  1604 . 0  .	yes	yes	no	no
Sent-level factuality probability: 0.7012128829956055				
Prediction : [(['morelos'], 'country', ['mexico'])]				
Gold : [(['ciudad', 'ayala'], 'type', ['city']), (['ciudad', 'ayala'], 'leadertitle', ['governator']), (['ciudad', 'ayala'], 'ispartof', ['morelos']), (['ciudad', 'ayala'], 'country', ['mexico']), (['ciudad', 'ayala'], 'elevationabovethesealevel', ['1147', '.', '0']), (['ciudad', 'ayala'], 'populationdensity', ['1604', '.', '0'])]				
				
				
input_triples : ['University_of_Burgundy | numberOfUndergraduateStudents | 16800', 'University_of_Burgundy | staff | 2900', 'University_of_Burgundy | numberOfStudents | 27400', 'University_of_Burgundy | numberOfDoctoralStudents | 1299', 'University_of_Burgundy | campus | Dijon', 'University_of_Burgundy | city | Dijon']				
reference_text : The University of Burgundy which is located in the city of Dijon has 27400 students, of which 16800 are undergraduates and 1299 are doctoral students. It has 2900 staff members.				
				
CycleGT-sup Generation : the  1299  in  dijon  ,  1299  has  2900  students and is affiliated with the  university of burgundy  . the university is in the city of  dijon  and has  2900  students .	yes	yes	no	no
Sent-level factuality probability: 0.6191268563270569				
Prediction : [(['dijon'], 'numberofmembers', ['2900'])]				
Gold : [(['university', 'of', 'burgundy'], 'numberofundergraduatestudents', ['16800']), (['university', 'of', 'burgundy'], 'staff', ['2900']), (['university', 'of', 'burgundy'], 'numberofstudents', ['27400']), (['university', 'of', 'burgundy'], 'numberofdoctoralstudents', ['1299']), (['university', 'of', 'burgundy'], 'city', ['dijon'])]				
				
				
input_triples : ['Al_Asad_Airbase | operatingOrganisation | United_States_Air_Force', 'Al_Asad_Airbase | runwayName | 09L/27R']				
reference_text : Al Asad airbase operated by United States Air Force has the runway named as "09L/27R".				
				
CycleGT-sup Generation : al asad airbase  is operated by the  united states air force  and operated by the  united states air force  .	no			
Sent-level factuality probability: 0.9687936305999756				
Prediction : [(['al', 'asad', 'airbase'], 'operatingorganisation', ['united', 'states', 'air', 'force']), (['al', 'asad', 'airbase'], 'runwayname', ['09l', '/', '27r'])]				
Gold : [(['al', 'asad', 'airbase'], 'operatingorganisation', ['united', 'states', 'air', 'force']), (['al', 'asad', 'airbase'], 'runwayname', ['09l', '/', '27r'])]				
				
				
input_triples : ['India | demonym | Indian']				
reference_text : The demonym for a person from India is Indian.				
				
CycleGT-sup Generation : the people of  india  are known as  india  .	yes	yes	no	no
Sent-level factuality probability: 0.061366092413663864				
Prediction : []				
Gold : []				
				
				
input_triples : ['Ciudad_Ayala | populationMetro | 1777539']				
reference_text : The population of the metropolitan area of Ciudad Ayala is 1,777,539.				
				
CycleGT-sup Generation : the  ciudad ayala  of  1777539  is  1777539  .	yes	yes	no	no
Sent-level factuality probability: 0.2325807809829712				
Prediction : []				
Gold : []				
				
				
input_triples : ['Abraham_A._Ribicoff | spouse | Casey_Ribicoff', 'Abraham_A._Ribicoff | office | United States Secretary of Health, Education, and Welfare']				
reference_text : Casey Ribicoff is the wife of Abraham A. Ribicoff, the US secretary of Health, Education, and Welfare.				
				
CycleGT-sup Generation : abraham a . ribicoff  , who was married to  casey ribicoff  , was married to  casey ribicoff  .	yes	yes	no	no
Sent-level factuality probability: 0.506076991558075				
Prediction : [(['abraham', 'a', '.', 'ribicoff'], 'spouse', ['casey', 'ribicoff'])]				
Gold : [(['abraham', 'a', '.', 'ribicoff'], 'spouse', ['casey', 'ribicoff'])]				
				
				
input_triples : ['Aleksandr_Prudnikov | club | FC_Amkar_Perm', 'Aleksandr_Prudnikov | height | 185.0 (centimetres)', 'Aleksandr_Prudnikov | birthDate | 1989-02-24', 'FC_Amkar_Perm | manager | Gadzhi_Gadzhiyev']				
